dur,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,label
0.6939025467420981,4.09877590278409,13.046357905709762,2.2892479493426157,5.718838495776789,6.616890469106001,167.99678060302674,175.46802171249885,3.245470240236292,6.250685158777908,4.682140944689988,6.284928406396786,1.7329688372986418,4.360797764082646,9.176523439775954,3.1986649022767843,1.7333135669610298,13.188133900432371,8.94646496112859,14.200541863407894,normal
3.816938910638367,2.441155935131537,5.7398163871843195,7.866580094501927,3.6370866840192204,3.0636121955692723,45.21329981416596,46.24404007609844,1.9011626159926065,10.798719930695448,4.627133510473648,1.9621847065233338,5.821178778694246,5.965110686943328,2.1189076037704435,1.36558539770202,4.839529734883424,7.5316109792404395,12.94452527892808,1.8850843830184374,fuzzer
4.024487744334551,3.467500411862761,7.809342535062088,3.852098861100909,15.40042671357918,2.6006274190937297,55.190845029407555,245.05721179055575,8.443353586288147,6.953245171585734,4.277220228073874,2.5849231042116982,2.9513568969355854,6.126355890821295,3.4326226525722965,6.661833159405419,1.028849485408062,14.31631987202125,6.644216480071584,10.41311088330276,analysis
2.049772908150574,7.750673835553757,4.68839459535112,9.828541979068637,0.7254254975021805,2.282679890044641,112.14280782598539,153.23494473392842,7.945127359034936,4.666512001592831,0.7004357107683211,9.551350471568165,10.07955572132772,1.263810868516145,2.9602595121786632,6.000520698927004,6.386421940463096,24.0136690206195,6.074863549168964,7.498155619720308,backdoor
5.310299039095938,6.062146442884099,8.847559868327208,6.791231509556852,1.3872146280644346,1.4618865912094356,139.04949796015453,220.580464409558,14.472880189969311,1.1790498043690187,1.258359300382717,2.1370197653201863,4.336144213049467,5.991443738458514,1.4615654890371497,3.871284714444759,2.2520679017008334,3.890006160920067,13.754816501610861,13.864078720614856,dos
5.963829779215181,8.281632023989195,3.9028876285713814,6.465437765782065,4.072455361286619,0.9668527613347287,198.88556554832832,137.02268675193434,2.8454020894469823,2.726265845560397,3.4227019074017915,5.918994505452353,0.46700544476443634,4.976377988397376,1.760837017524109,6.517316244512683,5.9903430177813535,10.231747218746083,7.38728741020728,2.199278660546799,exploit
2.620671899638285,9.022134865973667,5.897768699471307,16.895268927483063,5.127844434250813,6.669573678313361,117.68224789534436,141.5229738947899,6.311355361135976,3.8451986648010137,3.891781451334815,20.02941710113742,4.115236507835213,6.044760016334365,3.5356451196568397,2.187161876276473,10.709758316384285,12.704868475789329,8.875307402388648,6.627384991346705,generic
3.235430697885352,9.405746063496064,2.564408391494804,4.534293373218885,7.169227056658789,2.1426684195333108,219.15588335725906,67.77043667693702,12.397343437627766,2.7449326784627845,1.6615873549806253,1.3346050962097729,3.453389932807683,14.664907063498747,11.92232934980257,3.010752620673587,1.492576245502193,4.919837480259303,27.660321091325866,4.6079353654227795,recon
4.155647335194343,7.915875089661358,2.714005439793846,11.752726788764999,1.1229304040492973,2.8081048142766027,58.726061824090195,54.240556596370666,13.298278813775571,5.975889553688671,2.859415021909191,1.3573246896366613,3.2699911593025632,0.8530063851707128,5.17899984711343,2.2743047361187876,9.011351902130984,17.247623602453558,25.07274037352542,1.5378195209956829,shellcode
4.259970606789226,15.473578194240698,1.7210386554119896,1.3495025100561993,4.403139134295179,1.1593400679496202,41.662021054840245,35.758758326797995,4.080480794095248,2.3160867543303034,5.439482342551484,1.1273824323973816,2.9682939087091014,1.816591611223623,13.120512937098155,8.16851401212085,5.559048654779901,12.16302697453482,4.183984875393758,15.234764867891695,worm
5.196454233509554,3.670768533829216,9.116481786295378,7.665720739709517,1.3683670361840434,1.3889212935831496,59.565043118143464,136.7315484423476,2.3249329810052104,4.021442703435461,2.130250643417873,3.8189827805977146,3.2946980451122316,3.3066208841810707,1.3834375220213169,2.5697029486113596,3.198160604100189,9.592455004393171,5.5759813772982145,6.9851787518447,normal
